Date,Time,Group,Pixel,Area,Plant,Area per plant,No.,
2023/5/11,3:20:58,2-mid,111815,185.06,9,20.56,1,400
2023/5/11,3:21:16,1-upper,85947,153.48,9,17.05,2,401
2023/5/11,3:21:34,2-upper,63596,113.56,9,12.62,3,402
2023/5/11,3:21:51,3-lower,148854,252.6,10,25.26,4,403
2023/5/11,3:22:09,3-mid,150341,251.94,12,20.99,5,404
2023/5/11,3:22:27,3-upper,82270,158.98,9,17.66,7,405
2023/5/11,3:22:45,1-mid,81219,145.08,9,16.12,8,406
2023/5/11,3:23:13,1-lower,157536,267.42,11,24.31,9,407
2023/5/11,3:53:32,2-lower,148119,248.25,12,20.69,0,408
2023/5/11,3:53:50,2-mid,111225,184.09,9,20.45,1,409
2023/5/11,3:54:19,1-upper,86231,153.98,9,17.11,2,410
2023/5/11,3:54:37,2-upper,63100,112.68,9,12.52,3,411
2023/5/11,3:54:54,3-lower,147903,250.99,10,25.1,4,412
2023/5/11,3:55:12,3-mid,149437,250.42,12,20.87,5,413
2023/5/11,3:55:30,3-upper,81241,156.99,9,17.44,7,414
2023/5/11,3:55:47,1-mid,80412,143.64,9,15.96,8,415
2023/5/11,3:56:05,1-lower,155585,264.11,11,24.01,9,416
2023/5/11,4:26:24,2-lower,151069,253.2,12,21.1,0,417
2023/5/11,4:26:41,2-mid,112106,185.55,9,20.62,1,418
2023/5/11,4:26:59,1-upper,87003,155.36,9,17.26,2,419
2023/5/11,4:27:16,2-upper,63414,113.24,9,12.58,3,420
2023/5/11,4:27:34,3-lower,149659,253.97,10,25.4,4,421
2023/5/11,4:27:51,3-mid,152495,255.55,12,21.3,5,422
2023/5/11,4:28:09,3-upper,82486,159.4,9,17.71,7,423
2023/5/11,4:28:27,1-mid,82098,146.65,9,16.29,8,424
2023/5/11,4:28:45,1-lower,157053,266.6,11,24.24,9,425
2023/5/11,4:59:04,2-lower,150870,252.86,12,21.07,0,426
2023/5/11,4:59:21,2-mid,112241,185.77,9,20.64,1,427
2023/5/11,4:59:39,1-upper,86014,153.6,9,17.07,2,428
2023/5/11,4:59:56,2-upper,62508,111.62,9,12.4,3,429
2023/5/11,5:00:15,3-lower,148675,252.3,10,25.23,4,430
2023/5/11,5:00:32,3-mid,150190,251.69,12,20.97,5,431
2023/5/11,5:00:51,3-upper,81013,156.55,9,17.39,7,432
2023/5/11,5:01:09,1-mid,80761,144.26,9,16.03,8,433
2023/5/11,5:01:27,1-lower,155740,264.37,11,24.03,9,434
2023/5/11,5:31:46,2-lower,150813,252.77,12,21.06,0,435
2023/5/11,5:32:04,2-mid,112659,186.46,9,20.72,1,436
2023/5/11,5:32:22,1-upper,87251,155.81,9,17.31,2,437
2023/5/11,5:32:39,2-upper,63542,113.47,9,12.61,3,438
2023/5/11,5:32:58,3-lower,150087,254.7,10,25.47,4,439
2023/5/11,5:33:15,3-mid,151220,253.41,12,21.12,5,440
2023/5/11,5:33:34,3-upper,81878,158.22,9,17.58,7,441
2023/5/11,5:33:51,1-mid,81897,146.29,9,16.25,8,442
2023/5/11,5:34:08,1-lower,156398,265.49,11,24.14,9,443
2023/5/11,6:04:27,2-lower,152700,255.93,12,21.33,0,444
2023/5/11,6:04:48,2-mid,113320,187.56,9,20.84,1,445
2023/5/11,6:05:11,1-upper,88193,157.49,9,17.5,2,446
2023/5/11,6:05:32,2-upper,64283,114.79,9,12.75,3,447
2023/5/11,6:05:54,3-lower,151044,256.32,10,25.63,4,448
2023/5/11,6:06:16,3-mid,152186,255.03,12,21.25,5,449
2023/5/11,6:06:37,3-upper,81991,158.44,9,17.6,7,450
2023/5/11,6:06:58,1-mid,82591,147.53,9,16.39,8,451
2023/5/11,6:07:20,1-lower,158630,269.28,11,24.48,9,452
2023/5/11,6:37:42,2-lower,152235,255.15,12,21.26,0,453
2023/5/11,6:37:59,2-mid,113118,187.22,9,20.8,1,454
2023/5/11,6:38:18,1-upper,87551,156.34,9,17.37,2,455
2023/5/11,6:38:36,2-upper,63951,114.2,9,12.69,3,456
2023/5/11,6:39:18,3-lower,150167,254.83,10,25.48,4,457
2023/5/11,6:39:35,3-mid,150759,252.64,12,21.05,5,458
2023/5/11,6:39:53,3-upper,81470,157.44,9,17.49,7,459
2023/5/11,6:40:11,1-mid,81624,145.81,9,16.2,8,460
2023/5/11,6:40:30,1-lower,159037,269.97,11,24.54,9,461
2023/5/11,7:10:50,2-lower,153379,257.07,12,21.42,0,462
2023/5/11,7:11:07,2-mid,113569,187.97,9,20.89,1,463
2023/5/11,7:11:25,1-upper,88462,157.97,9,17.55,2,464
2023/5/11,7:11:44,2-upper,64604,115.36,9,12.82,3,465
2023/5/11,7:12:02,3-lower,151508,257.11,10,25.71,4,466
2023/5/11,7:12:19,3-mid,152649,255.81,12,21.32,5,467
2023/5/11,7:12:37,3-upper,81639,157.76,9,17.53,7,468
2023/5/11,7:12:55,1-mid,82623,147.59,9,16.4,8,469
2023/5/11,7:13:12,1-lower,159710,271.11,11,24.65,9,470
2023/5/11,7:43:31,2-lower,154139,258.34,12,21.53,0,471
2023/5/11,7:43:48,2-mid,114170,188.96,9,21,1,472
2023/5/11,7:44:06,1-upper,88282,157.65,9,17.52,2,473
2023/5/11,7:44:24,2-upper,64918,115.92,9,12.88,3,474
2023/5/11,7:44:42,3-lower,151788,257.58,10,25.76,4,475
2023/5/11,7:45:00,3-mid,153034,256.45,12,21.37,5,476
2023/5/11,7:45:17,3-upper,81854,158.18,9,17.58,7,477
2023/5/11,7:45:35,1-mid,83439,149.05,9,16.56,8,478
2023/5/11,7:45:53,1-lower,160863,273.07,11,24.82,9,479
2023/5/11,8:16:12,2-lower,155313,260.31,12,21.69,0,480
2023/5/11,8:16:34,2-mid,114778,189.97,9,21.11,1,481
2023/5/11,8:17:02,1-upper,89385,159.62,9,17.74,2,482
2023/5/11,8:17:20,2-upper,65493,116.95,9,12.99,3,483
2023/5/11,8:17:38,3-lower,152653,259.05,10,25.91,4,484
